donor,recipient,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
AUS,GIN,,,,,,,,,,,,,,,,,,,,,,,,,,,16366.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196457.79,,,,,,,
AUS,GUY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10059.09,,,,2861.04,,36618.72,,,,,
AUS,HTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61956.14,,,,75340.61,2739.37,79286.75,279505.49,,,,
AUS,HND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19758.92,,,,,31959.29,64647.25,182834.54,,,,
AUS,HKG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20968.62,,,,,,,,,,,,,,,
AUS,HUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336121.68,306110.39,31264.4,7628.89,,,,,,,
AUS,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,25364672.93,17851579.87,27837441.79,19227325.4,16225608.2,17601669.19,5000608.43,9651597.56,5404235.81,152870.76,4288552.21,606289.94,955607.15,52461.57,35990.3,144717.9,82732885.27,2641002.72,10413968.79,38914090.47,11783935.68,22382735.89,26644452.01,24627640.3,38273154.63,20046244.98,14842008.21,37680366.14,23604309.83,6620980.94,46981782.51,2613079.38,11825850.36,11656761.86,4119213.99,6135465.51,7066999.68,,
AUS,IDN,,,,,,,,,,,,,,,,,,,,,,,,,,,28642153.65,45660374.29,9988473.65,19069661.33,83984785.58,45557642.59,163625933.2,86737879.05,6044918.98,1340894.93,109838833.52,46684325.21,7869811.86,5413694.74,32558701.15,64005832.23,73362817.78,150607248.97,103034986.43,66761737.76,171983021.29,132317228.71,93982680.56,71197773.06,95943803.31,146380820.62,153394156.7,135132914.83,175613280.01,135168236.32,244627614.81,118281896.16,236636626.05,392633918.83,78597776.64,740786974.2,761206839.18,,
AUS,IRN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67286.65,,,,,,,,,,,,,,,,,344823.9,,3407.29,54099.58,71916.78,568117.05,,3146185.72,319592.9,,129370.95,285710.17,174457.11,,
AUS,IRQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356129.9,3117334.35,,,,,,,105901226.06,23522482.76,56721347.56,614614669.76,8915757.52,302763678.87,45853979.56,,
AUS,ISR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100231.53,536.95,,,,,,,,,,
AUS,JAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2861.04,,,,,,,
AUS,JOR,,,,,,,,,,,,,,,,,,,,,,,,,,,220953.76,,,,,,,4427461.79,,,181036.44,3976883.06,44990.92,446769.43,29731.12,21707.68,114169.9,125972.63,,,,,,,,,262797.54,53639.75,39488.52,2344.25,4185.81,7629.43,84007.28,,28295.18,75961.37,62063.74,,
AUS,KAZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516614.4,,47449.71,80686.14,5388.92,,,,,,,,,
AUS,KEN,,,,,,,,,,,,,,,,,,,,,,,,,,,310971.95,,,2653370.91,1819202.99,4778660.42,12440970.28,6540262.7,11930889.84,14398241.43,78449.13,8179230.19,6109767.03,165846.23,68851,69464.59,,1234277.29,869498.84,1638828.32,819060.05,415459.63,4600011.2,10973576.07,2298826.04,762867.27,944404.53,4000393.02,2261697.52,1941331.61,961017.72,186921.01,103182.86,867330.51,1360016.5,3190123.48,6367220.4,,
AUS,KIR,,,,,,,,,,,,,,,,,,,,,,,,,,,2602344.25,,,65372.91,15913644.68,5617760.79,3065937.12,3270131.35,5264850.56,2970060.42,8398079.49,1117847.08,147570.22,1636462.28,863767.16,4665705.06,2271309.5,5134339.08,81036040.36,3268952.69,8255488.65,1557670.78,,20445566.2,6333265.73,12254054.73,4845089.84,14858053.65,15587995.15,3324060.36,4822708.94,5123161.47,10014215.19,10828181.39,7605065.19,18849853.6,8529811.82,,
AUS,KOR,,,,,,,,,,,,,,,,,,,,,,,,,,,806072.04,,,,,,,,,,,,,,,,,,,,,,,,,,,75530.15,3169760.32,719421.97,206669.01,282268.18,,,,,,,
AUS,PRK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582461.57,6896478.1,6888192.05,9178988.69,8983407.72,7342407.52,3681414.74,4207933.35,3127112.13,2604225.56,2258908.41,1227631.25,6920643.55,793537.77,,
AUS,Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77046240.65,10081086.77,,,,,,,,,,,
AUS,KGZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47449.71,80686.14,28740.92,,,,,,,,,
AUS,LAO,,,,,,,,,,,,,,,,,,,,,,,,,,,1329814.28,6545579.29,15807845.26,,1051562.42,6473060.01,,,11067679.33,2046284.27,11011038.82,1921181.24,426513.92,13523236.85,2780641.7,23228669.91,12701066.05,21671109.98,5628597.5,769677.34,5728523.11,10024326.11,42735.59,22275660.46,17104415.09,21684540.6,14060193.18,22370190.23,22963205.91,3863591.02,28547951.87,15474389.02,10708188.32,23209715.7,13791786.59,37897087.24,11902417.4,,
AUS,LBN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2214987.89,578359.33,647953.96,,1313435.47,,683550.67,8784290.56,,,,,,,,,,,,237419.93,133966.16,,80604.48,51535.27,112390.97,49299.02,1251.42,532412.31,595095.45,428254.48,7110812.22,744837.77,11703728.5,453125,,
AUS,LSO,,,,,,,,,,,,,,,,,,,,,,,,,,,81834.72,743815.83,,,,,,,,,,,,,,2894357.97,1015440.56,1717808.61,23635355.39,528453.75,868032.26,1096183.56,549627.15,,,199757.57,168093.02,161119.57,188280.3,156554.24,163784.94,43869.22,19175.58,270912.39,322259.35,649098.55,882929.87,,
AUS,LBR,,,,,,,,,,,,,,,,,,,,,,,,,,,24550.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUS,MAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52520.83,,,,,,,,,
AUS,MDG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2620641.55,1568982.51,1222053.16,,,,,,,,,,,,,,,,13292.36,,,,,,,,,,,
AUS,MWI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2460204.28,5439860.14,6476774.69,392838.32,565756.37,2266188.56,1071958.5,665962.92,3112674.66,,537283.57,1336793.84,1326589.49,1594875.8,2651179.03,467054.47,66757.51,189016.37,3963350.16,790969,1009101.82,4280114.07,,
AUS,MYS,,,,,,,,,,,,,,,,,,,,,,,,,,,2328197.92,2390128.19,955419.22,1922732.54,,9398572.12,10459039.83,10765.86,2244836.42,4500951.85,1890825.08,409245.71,199759.69,174307.78,158044.35,,1425109.04,4451032.97,7456421.66,4926432.33,26763307.42,11526279.28,,3578643.92,3580421.55,851639.99,1328409.62,4459998.79,1102768.8,505500.45,836635.42,795367.95,408165.8,767074.52,1234477.1,1177139.87,727818.27,,
AUS,MDV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657574.53,224333.32,508643.86,1045608.62,1587965.01,462172.2,556886.33,40230.32,697233.43,878222.78,944308.12,625918.22,2272071.01,2202807.56,1474770.5,2325753,651552.38,3772083.72,3270381.89,6659629.13,6733255.81,7534402.32,3461673.55,1059667.5,2334056.42,2521592.53,2977229.68,2307943.43,1362806.72,1180667.48,2958871.96,655243.12,2197154.1,3943076.14,,
AUS,MLT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2422319.52,83142.09,,1450303.07,68207.62,64786.93,69384.65,,,,,,,,,,3494.77,,,,,,,,,,,,,,,
AUS,MHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177524.23,60562.63,,712932.97,1609178.23,516614.4,1465135.13,633003.8,52157.31,1025690.54,615632.82,768664.95,346986.58,736949.33,914335.47,747995.44,2493604.34,,
AUS,MRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409977.67,,,22483.58,,,,,,,,
AUS,MUS,,,,,,,,,,,,,,,,,,,,,,,,,,,1636694.49,3094273.84,2735973.22,2207296.96,1962916.52,2899593.95,3187038.68,4317111.67,6269891.68,5311166.87,4310678.88,3677527.41,3044985.52,2250770.24,2794724.86,5863969.25,6453957.53,4275434.77,2327004.07,445144.57,3349698.49,,6085072.89,8218532.82,4645927.41,,131591.85,102806.35,105886.96,10165.86,,,25567.43,104554.87,,197478.58,156250,,
AUS,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125974.58,,,,,,,,,,,,,3266012.02,98999.98,64419.54,2911116.68,,659.56,,43829.89,74057.59,34999.2,159835.36,251550.2,,
AUS,FSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82065.76,716218.43,545063.65,,2723590.32,3850533.6,401621.15,2583862.35,570054.49,351869.13,2301014.98,1841021.07,3570572.69,1734932.87,925981.51,1626721.76,2433293.76,3668487.97,,
AUS,"Middle East, regional",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467717.27,,1348261.47,2597365.02,652464.42,1871647.4,1254502.77,252858.49,1116696.26,2217302.75,23004296.8,10742458.51,831105.78,6026172.69,425995.68,,
AUS,MNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1775242.26,205912.94,135329.36,2491770.62,8901054.4,1469480.97,295298.55,4245257.6,1125268.85,807752.81,7439597.71,811580.49,22828.07,4096354.82,2845811.16,230810.36,4805021.08,,
AUS,MSR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8237.87,,,,,
AUS,MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3736.23,,,,,,,,,,,
AUS,MOZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3845465.08,,,986534.68,,4983634.66,3662346.56,4851776.7,8277752.31,9032377.26,7737234.25,11515330.5,12648344.34,5171225.07,13760283.22,,5202471.7,12209993.81,19532658.65,16433020.68,10713798.21,9815987.15,22416945.99,25013315.13,18636157.15,14501798.21,7548135.84,1874387.36,430109.05,684841.92,4370451.62,1384717.19,1730423.76,4230205.7,,
AUS,MMR,,,,,,,,,,,,,,,,,,,,,,,,,,,4312689.99,1963673.78,5124521.27,7106419.47,101601961.38,4713865.02,8335331.94,12507243.12,52201005.4,4933357.71,4956375.53,23965504.45,9259131.5,8123080.59,13641887.67,4011580.15,1122894.59,2795574.46,16264.01,23624.99,244861,242250.51,341884.7,517225.88,2212620.05,7511351.49,8698191.76,6786409.85,4035781.36,6663499.64,2765147.24,14633244.48,8930338.69,15114991.6,4066457.5,52267971.64,13168155.69,,
AUS,NAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1343175.34,636225.41,1558842.52,2009367.65,2626134.23,2338928.68,2981994.36,4066746.72,,217460.22,248953.71,161119.57,155239.47,258624.56,636801.26,14305.18,10044.35,113653.58,81047.85,167438.95,43125,,
AUS,NRU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73458.3,60562627.56,,674490.5,86205.98,723260.17,274854.81,47005,11645818.79,19606053.52,21335149.76,18841828.18,14481210.77,26027681.45,20314865.51,20624595.38,17350142.77,,
AUS,"N. & C. America, regional",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87801.49,,,,,,,,,17352.35,28164.65,6250,,
AUS,NPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1402083.23,6479539.55,1219876.72,26914.66,1027049.34,4627616.2,2522441.12,2915875.67,13765422.12,1030615.85,4553555.08,539797.76,679646.73,2622521.14,12613362.95,,9178614.62,1821723.83,9662991.28,39101810.42,11192983.95,1352482.74,2686037.92,12991695.72,6618229.03,23373358.61,3157761.15,4141826.17,1363292,6329615.71,1649945.99,11992952.28,11010149.14,,
AUS,NCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572602.87,,1268288.99,1852373.47,,,3699795.92,1494236.92,287008,2680402.26,17605.9,34614.13,,,,,,,,,,
AUS,NIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215438.82,204333.79,,4934333.09,,,,,,,
AUS,NER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123514.3,159831.35,,,,61989.11,25567.43,192936.86,,,,,
AUS,NGA,,,,,,,,,,,,,,,,,,,,,,,,,,,57284.31,,,,,,,,,,201151.6,,,,,,,605686.59,,,,163519.09,395304.19,264437.55,647119.53,114290.03,2555.47,241168.48,94402.38,,5628.1,77247.97,100443.48,514281.34,571604.79,223427.53,164062.5,,
AUS,NIU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207345.27,,651334.8,694480.98,657344.26,1695708.03,179992.32,95380.75,135384.68,78239.78,163531.23,222967.1,1316986.59,967082.88,307124.89,1138603.65,211969.19,17806.49,2461482.61,499994.67,476433.28,1644291.64,724760.73,993610.67,1960395.62,1209661.16,4990600.13,1566918.33,460566.56,1123224.22,833435.01,899392.07,,
AUS,MNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289435.8,134317.53,792736.86,2006728.25,805736.53,1537727.1,242250.51,,,,,,,,,,,,,,,,,
AUS,"Oceania, regional",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008513.72,,,,,13755202.97,1914813.59,781846.51,733889.12,2460204.28,1222289.56,14121659.24,16450417.55,11742863.97,40753440.72,38322819.46,2561761.08,3262949.74,13160779.04,25631643.11,33446908.95,40286853.03,33556216.09,29075513.53,50145018.06,24191011.46,92719378.44,64529074.49,171284800.03,149998327.77,129026483.31,,
AUS,OMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201730.38,183106.29,215496.93,,,38878.76,,,
AUS,PAK,,,,,,,,,,,,,,,,,,,,,,,,,,,14476562.8,23162424.88,10031901.8,6929528.07,9863655.54,13111348.29,10594909.87,19900700.59,27476015.21,15083975.97,14726308.94,,3599.27,7273541.74,6442263.31,,7434475.53,1369157.09,4779115.9,10615081.49,7563756.33,3712489.07,5941433.82,6098372.69,5252817.49,4548850.66,771024.53,3323476.45,7326654.92,3176666.58,6599954.55,3294959.56,20117003.24,42756417.83,6035874.71,53475135.83,34322156.62,,
AUS,PLW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302813.14,,965721.29,1625270,140890.89,851822.75,366180.14,19929.39,404338.96,308610.57,986103.68,583485.32,409085.18,460308.81,236091.77,595577,,
AUS,PSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5427419.67,1726416.1,3511456.77,918655.21,1502047.45,3430280.2,11774611.98,4096637.26,5371115.54,898365.22,5086092.68,140037.7,4792079.35,52419236.15,29195312.5,,
AUS,PNG,,,,,,,,,,,,,,,,,,,,,,,,,,,12729391.43,965274593.82,462509758.36,750019509.23,706807683.03,698283778.73,658969722.11,624732352.91,590335733.97,552020670.86,579537887.12,566515423.38,544928232.9,515233462.73,445800865.47,1194595602.23,11024783.22,47072719.02,29878231.92,155354210.63,384301995.29,564753769.56,47483.99,406067746.52,461868632.43,277456982.51,358373941.04,646899918.9,239136709.34,306418005.14,259289871.21,567191766.3,148847196.34,368568746.57,172808996.16,243838509.67,492019598.36,,
AUS,PRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10057.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUS,PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22715.27,97488.74,37760.95,,21630.32,43869.22,6391.86,281720.73,170405.93,30110.19,1582746.88,,
AUS,PHL,,,,,,,,,,,,,,,,,,,,,,,,,,,5311073.63,63695428.73,3083398.39,2876407.88,5268327.74,87583936.13,20472071.46,10520941.11,,2144558.33,5686555.85,6942019.79,9113360.91,4117386.47,5969695.06,1528221.01,4358603.99,34737907.5,17254860.34,15427119.13,48297608.14,11297352.54,354942.8,95567965.33,45068484.36,37228001.99,116283901.45,23342084.27,100641763.22,27436225.91,74396215.41,144194297.47,88202161.11,56195368.38,135539877.51,247966363.58,70600881.58,,
AUS,POL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2108.23,,,,,,,,,,
AUS,RUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1445.75,,,,,,,,,,,
AUS,RQA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90518.22,,,,,,,,,,,121125.26,10301650.91,858548.36,2282734.25,,28394.09,,,,,65803.82,7304.98,176163.48,252548.45,80321.02,,,
AUS,WSM,,,,,,,,,,,,,,,,,,,,,,,,,,,1648969.7,,8685629.26,599892.55,16702316.5,10315426.97,5402311.17,4989978.19,18795002.92,8217895.12,4867868.82,8088286.69,4382115.69,1296308.27,3553650.71,19415353.29,6447241.65,11262462.26,11423588.29,12328515.05,6771630.98,14387257.81,,8298912.51,14292950.86,27696365.77,6014492.17,15687698.08,17254034.63,13222194.34,14634167.6,18690193.28,10619615.43,49792894.66,17032627.72,29505737.54,18856947.97,,
AUS,SAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5242.48,,,,,,,,,,
AUS,SEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107167.22,,,22483.58,50544.97,9131.23,,62989.87,,,,
AUS,SRB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78375082.46,10706852.99,838248.05,,185138.13,316621.3,168927.67,183029.38,200632.38,188662.94,27343.75,,
AUS,SYC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1007511.85,820218.69,1548609.96,1370515.25,1674091.94,816748.76,15287.08,,1222053.16,880022.41,886769.63,,2280754.08,335793.84,,919541.93,,1019846.07,43605.09,1936159.56,2553511.55,1516075.77,,,,,,,,,54972.33,,,,,
AUS,SLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132334.89,,,,125970.27,116335.77,1817280.11,,,367703.48,816484.29,,412190.04,297761.63,1907.36,,355309.52,83424.76,,,,
AUS,SGP,,,,,,,,,,,,,,,,,,,,,,,,,,,879723.29,,1215988.1,,,,,5921225.49,,,514948.11,234937.35,95380.75,,,,,,,,,,,413547.78,56321.19,19516.58,18432.22,219809.25,168379.95,74969.24,378360.79,369046.52,,,,,,,
AUS,SVN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48281.74,9953.95,8582.53,,,,,,,
AUS,SLB,,,,,,,,,,,,,,,,,,,,,,,,,,,,24793.86,2062836.95,2345733.7,9103025.38,10409380.28,6052124.42,8623457.48,7553703.34,24747591.69,3775615.61,5047363.73,2289138.06,13266005.98,2118733.18,4571638.45,13262513.34,13879893.58,10755512.92,25380700.87,18520061.81,20943767.87,142451.96,9180759.34,3386170.76,13234621.16,40786220.44,37855626.53,38831163.14,30172134.31,155408060.79,90938023.21,129546524.65,202988357.88,189212168.88,231735118.31,165415181.15,,
AUS,SOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372573.52,404656.44,4548577.76,12094728.66,5121170.36,7941465.34,719969.3,,4543848.2,,,,,,,,,1187099.67,151440.01,,,124934,60258.5,8391.32,,3208.39,77247.97,31959.29,1160613.26,2081038.22,,,,
AUS,ZAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2604192.98,33498765.45,3395750.98,22760676.56,10828842.62,6538167.68,28538252.15,10981979.25,6682478.3,13219291.54,680926.52,2939341.54,2449238.47,2143639.73,2013335.98,2003799.29,,
AUS,"South America, regional",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337640.81,97031.7,299733.59,,,36691.89,315667.62,283981.12,,327025.07,,199218.75,,
AUS,"South Asia, regional",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1301674.91,,,,,
AUS,"South & Central Asia, regional",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3355389.75,,,,118709.97,,,66585.86,119823.07,4561033.66,6336947.68,1227988.11,5399959.28,2884877.77,3781240.55,2564217.52,12550169.77,12239065.2,4591504,,
AUS,"South of Sahara, regional",,,,,,,,,,,,,,,,,,,,,,,,,,,,22810352.06,,,3617374.74,,,,,,,,,,2500543.3,,2398911.16,15528989.84,11848954.63,8416713.9,11989618.92,15477385.1,6240582.94,3105685.12,5675801.47,13694362.91,4757452.78,13145738.63,1937346.67,4338931.38,115782659.46,25970575.74,24853369.99,9545.62,6429965.56,13098749.32,17454794.17,,
AUS,LKA,,,,,,,,,,,,,,,,,,,,,,,,,,,1276621.7,17658187.75,6210224.92,5718206.57,21718269.26,16373796.45,16009035.82,9813085.51,9500206.4,31139773.18,9526539.98,10401661.75,2258544.23,412923.27,1516286.89,1978293.68,6322326.34,,2703578.39,304638.04,16935811.13,169575.36,4201145.72,19701180.3,6816019.18,23676241.82,14070672.18,7638880.39,15073223.16,8830219.54,10182986.5,80997831.15,54421191.79,19791918.02,7746022.6,28209765.06,21832756.87,,
AUS,SHN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16178.08,,,,,
AUS,KNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2861.04,,7582.69,,,,,
AUS,LCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120625.27,,,2861.04,,27356.87,,,,,
AUS,Sts Ex-Yugo. Unspec.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1543523.18,5747.07,114803.2,99355.47,,,,,,,,,,,,
AUS,VCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2861.04,,66585.88,,,,,
AUS,SDN,,,,,,,,,,,,,,,,,,,,,,,,,,,,4462894.97,,,1770130.08,2235441.15,4120406.82,13104748.6,11666791.43,5972878.86,8729979.63,3410380.9,,4501540.49,,,,,,,,,5422671.28,11086573.61,7225210.22,8207819.26,3966083.06,38096.94,566510.38,,16339.95,20653817.52,11404900.85,8218453.57,19364294.73,4513702.71,9213741.41,,
AUS,SWZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1145205.74,964580.72,748539.19,549712.95,440895.93,827408.46,,,165316.61,168093.02,161119.57,155239.47,194167.92,450714.52,131607.65,44743.01,410995.17,228571.53,162907.68,78125,,
AUS,SYR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391978.14,30360.94,,
AUS,TWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167438.88,50320.19,164020.63,,,,,,,
AUS,TJK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47369.15,80549.15,28692.12,,,,,,,,,
AUS,TZA,,,,,,,,,,,,,,,,,,,,,,,,,,,94109.93,12644869.08,,2330351.84,8051462.96,9346735.81,10999566.31,21294880.04,17220193.94,16593028.73,22050238.86,16214466.53,5420506.14,,2203232.15,13690313.21,,8493609.25,1379938.44,2039209.75,4234871.01,1428066.76,1544416.67,5642887.74,1208033.08,1060081.28,5524347.68,1918400.1,2164115.88,1209125.36,891793.92,592234.41,759717.97,4154688.45,934775.78,986508.83,1006987.91,,
AUS,THA,,,,,,,,,,,,,,,,,,,,,,,,,,,5937109.3,842991.27,26056887.79,,34168768.35,15337070.12,1772217.99,6499890.71,7377637.76,7101938.6,816675.51,1959074.36,3761240.98,17410469.38,12534012.41,1068018.09,29779328.86,61333402.17,345321149.61,491151.13,13970544.41,17599499.55,,27558586.96,7473483.43,10335388.93,35157265.61,11902950.31,28300077.14,13627668.82,3620489.68,4767439.35,4192145.71,3688394.91,2522870.18,4034569.54,2755037.6,,
AUS,TLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768366.34,166007390.11,146911282.56,121862168.46,77869827.08,59276836.58,18107495.63,55981718.24,110588195.09,115420733.27,62231159.62,35210454.44,,
AUS,TKL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41032.88,24486.1,,,,137929.56,126283.52,283940.92,,,243980.64,116713.95,171662.16,5489692.87,222862.37,103354.94,338979.1,513281.25,,
AUS,TON,,,,,,,,,,,,,,,,,,,,,,,,,,,167761.19,862826.36,,7252547.14,7494134.86,5604801.72,13920772.32,2772210.12,3328128.94,6503558.77,4449473.49,4255397.49,3100774.26,4257848.06,10476306.25,14102759.23,1247809.88,11565305.54,9854737.15,7466740.58,11514588.57,10562122.24,,8298912.51,27157181.32,6509799.42,4029033.03,11620667.21,23994081.52,11442752.02,8486235.79,7200273.46,5761803.37,6188573.65,16897412.89,8261178.01,12714373.51,,
AUS,TTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2861.04,,130682.95,,71340.02,200312.5,,
AUS,TUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201151.6,,,,,,,,,,,,,,,3113793.12,7575491.77,45984.4,57690.34,,,,,,,122297.17,61718.75,,
AUS,TKM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47369.15,80549.15,28692.12,,,,,,,,,
AUS,TCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16415.86,,,,,
